,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year
1359,October,10/28/2022,14:16:00,10/28/2022,15:00:00,California,WECC,Vandalism,2,0,2022
1360,October,10/31/2022,21:14:00,10/31/2022,22:14:00,Louisiana,SERC,Suspicious Activity,Unknown,0,2022
1361,November,11/02/2022,15:11:00,11/02/2022,15:25:00,Texas,TRE,Suspicious Activity,0,0,2022
1362,November,11/03/2022,12:07:00,11/03/2022,14:24:00,Washington,WECC,Transmission Interruption,0,0,2022
1363,November,11/04/2022,20:05:00,11/07/2022,09:00:00,Washington,WECC,Severe Weather,Unknown,214000,2022
1364,November,11/05/2022,13:00:00,11/08/2022,07:00:00,Michigan,RF,Severe Weather,Unknown,158450,2022
1365,November,11/05/2022,19:57:00,Unknown,Unknown,Michigan,RF,Severe Weather,Unknown,53000,2022
1366,November,11/05/2022,19:00:00,Unknown,Unknown,Wisconsin,MRO/RF,Severe Weather,Unknown,50000,2022
1367,November,11/08/2022,15:48:00,11/08/2022,16:21:00,Texas,TRE,Transmission Interruption,0,0,2022
1368,November,11/10/2022,11:07:00,11/10/2022,12:00:00,Arkansas,SERC,Generation Inadequacy,0,0,2022
1369,November,11/10/2022,06:00:00,11/11/2022,08:47:00,Florida,SERC,Severe Weather,Unknown,160000,2022
1370,November,11/11/2022,01:00:00,11/11/2022,05:00:00,California,WECC,Vandalism,Unknown,Unknown,2022
1371,November,11/11/2022,01:41:00,11/14/2022,14:00:00,Ohio,RF,Actual Physical Attack/Vandalism,7,1775,2022
1372,November,11/15/2022,10:17:00,11/15/2022,11:06:00,Massachusetts,NPCC,System Operations,0,0,2022
1373,November,11/15/2022,01:00:00,11/15/2022,06:00:00,Oregon,WECC,Vandalism,0,0,2022
1374,November,11/18/2022,04:30:00,11/18/2022,04:59:00,Washington,WECC,Actual Physical Attack/Vandalism,3,1454,2022
1375,November,11/22/2022,10:01:00,11/22/2022,10:43:00,Maine,NPCC,System Operations,0,0,2022
1376,November,11/23/2022,07:03:00,11/23/2022,08:57:00,Texas,TRE,Suspicious Activity,0,0,2022
1377,November,11/23/2022,10:15:00,11/23/2022,14:09:00,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022
1378,November,11/23/2022,12:46:00,11/23/2022,13:19:00,Michigan,RF,System Operations,0,0,2022
1379,November,11/23/2022,09:30:00,Unknown,Unknown,Maryland,RF,Cyber Event,Unknown,Unknown,2022
1380,November,11/24/2022,01:40:00,11/24/2022,01:45:00,Oregon,WECC,Vandalism,0,0,2022
1381,November,11/25/2022,05:00:00,11/25/2022,08:00:00,California,WECC,Actual Physical Attack/Vandalism,0,0,2022
1382,November,11/27/2022,17:28:00,11/27/2022,23:58:00,Maryland,RF,Transmission Interruption,190,87500,2022
1383,November,11/28/2022,01:08:00,11/28/2022,02:24:00,Oregon,WECC,Actual Physical Attack/Vandalism,Unknown,6337,2022
1384,November,11/30/2022,18:45:00,12/02/2022,04:00:00,Maine,NPCC,Severe Weather,113,113000,2022
1385,November,11/30/2022,02:37:00,11/30/2022,06:10:00,New York,NPCC,System Operations,0,0,2022
1386,November,11/30/2022,03:35:00,11/30/2022,09:10:00,Alabama,SERC,Severe Weather,386,54110,2022
1387,December,12/03/2022,19:51:00,Unknown,Unknown,North Carolina,SERC,Vandalism,99,45000,2022
1388,December,12/05/2022,18:20:00,12/05/2022,18:55:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1389,December,12/05/2022,09:00:00,12/05/2022,13:00:00,New York,NPCC,Vandalism,0,0,2022
1390,December,12/06/2022,09:25:00,Unknown,Unknown,California,WECC,Suspicious Activity,0,0,2022
1391,December,12/06/2022,08:26:00,12/06/2022,08:30:00,Kentucky,SERC,Vandalism,0,0,2022
1392,December,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia,SERC,Suspicious Activity,0,0,2022
1393,December,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia,SERC,Suspicious Activity,0,0,2022
1394,December,12/06/2022,12:45:00,Unknown,Unknown,Ohio,RF,Suspicious Activity,2600,Unknown,2022
1395,December,12/06/2022,08:15:00,12/06/2022,12:15:00,Pennsylvania,RF,Suspicious Activity,1883,Unknown,2022
1396,December,12/07/2022,13:35:00,12/07/2022,13:40:00,Illinois,SERC/RF,Suspicious Activity,0,0,2022
1397,December,12/07/2022,16:42:00,12/07/2022,21:00:00,North Carolina,SERC,Suspicious Activity,0,0,2022
1398,December,12/08/2022,12:36:00,Unknown,Unknown,Indiana,RF,Suspicious Activity,0,0,2022
1399,December,12/10/2022,01:14:00,12/10/2022,02:02:00,Massachusetts,NPCC,Transmission Interruption,0,0,2022
1400,December,12/10/2022,11:00:00,12/12/2022,06:00:00,Missouri,SERC,Suspicious Activity,0,0,2022
1401,December,12/13/2022,23:59:00,12/14/2022,03:39:00,Washington,WECC,Vandalism,10,583,2022
1402,December,12/14/2022,10:42:00,12/14/2022,12:05:00,Florida,SERC,System Operations,0,0,2022
1403,December,12/14/2022,11:23:00,Unknown,Unknown,Indiana,RF,Vandalism,0,0,2022
1404,December,12/14/2022,12:52:00,Unknown,Unknown,Montana,WECC,Suspicious Activity,Unknown,Unknown,2022
1405,December,12/15/2022,05:30:00,12/15/2022,05:31:00,Utah,WECC,Vandalism,0,0,2022
1406,December,12/16/2022,23:30:00,12/18/2022,23:21:00,Massachusetts,NPCC,Severe Weather,Unknown,36600,2022
1407,December,12/17/2022,19:45:00,12/17/2022,19:46:00,Texas,TRE,Suspicious Activity,0,0,2022
1408,December,12/22/2022,09:04:00,12/25/2022,00:00:00,Tennessee,SERC,Transmission Interruption,3200,Unknown,2022
1409,December,12/22/2022,21:04:00,12/22/2022,21:42:00,Texas,TRE,System Operations,0,0,2022
1410,December,12/23/2022,06:04:00,12/23/2022,06:40:00,Texas,TRE,Suspicious Activity,0,0,2022
1411,December,12/23/2022,14:30:00,Unknown,Unknown,New York,NPCC,Severe Weather,Unknown,57000,2022
1412,December,12/23/2022,05:20:00,Unknown,Unknown,Connecticut,NPCC,Severe Weather,Unknown,500000,2022
1413,December,12/23/2022,09:45:00,12/23/2022,17:00:00,North Carolina,SERC,Severe Weather,Unknown,66519,2022
1414,December,12/23/2022,07:30:00,12/23/2022,22:13:00,North Carolina,SERC,Severe Weather,Unknown,108900,2022
1415,December,12/23/2022,08:31:00,Unknown,Unknown,Tennessee,SERC,Severe Weather,Unknown,Unknown,2022
1416,December,12/23/2022,03:03:00,12/23/2022,12:30:00,Alabama,SERC,Severe Weather,236,33010,2022
1417,December,12/23/2022,07:19:00,12/23/2022,07:41:00,Missouri,SERC,Severe Weather,0,0,2022
1418,December,12/24/2022,06:15:00,12/25/2022,09:00:00,South Carolina,SERC,Severe Weather,4615,17600,2022
1419,December,12/24/2022,06:35:00,12/24/2022,16:10:00,North Carolina,SERC,System Operations,960,130000,2022
1420,December,12/24/2022,04:45:00,12/24/2022,15:45:00,North Carolina,SERC,Severe Weather,1000,295000,2022
1421,December,12/24/2022,09:00:00,12/24/2022,11:15:00,Alabama,SERC,Severe Weather,160,22436,2022
1422,December,12/25/2022,19:25:00,12/25/2022,20:07:00,Washington,WECC,Vandalism,32,13500,2022
1423,December,12/25/2022,02:42:00,12/25/2022,04:55:00,Washington,WECC,Vandalism,14,8000,2022
1424,December,12/26/2022,06:54:00,12/26/2022,08:19:00,Washington,WECC,Vandalism,Unknown,Unknown,2022
1425,December,12/26/2022,08:30:00,12/28/2022,21:00:00,Washington,WECC,Severe Weather,Unknown,230000,2022
1426,December,12/27/2022,08:00:00,12/27/2022,08:30:00,Washington,WECC,Vandalism,0,0,2022
1427,December,12/27/2022,13:30:00,12/27/2022,21:16:00,California,WECC,Vandalism,0,0,2022
1428,December,12/27/2022,10:12:00,Unknown,Unknown,Oregon,WECC,Severe Weather,Unknown,83060,2022
1429,December,12/27/2022,20:40:00,12/27/2022,20:41:00,Washington,WECC,Severe Weather,11,11600,2022
1430,December,12/27/2022,07:07:00,12/29/2022,11:10:00,California,WECC,Suspicious Activity,Unknown,Unknown,2022
1431,December,12/27/2022,07:20:00,12/27/2022,11:22:00,California,WECC,Vandalism,0,0,2022
1432,December,12/29/2022,13:14:00,12/29/2022,13:55:00,Washington,WECC,Vandalism,0,0,2022
1433,December,12/29/2022,16:00:00,Unknown,Unknown,Ohio,RF,Vandalism,2600,Unknown,2022
1434,December,12/30/2022,05:25:00,12/30/2022,14:17:00,Oregon,WECC,Transmission Interruption,0,0,2022
1435,December,12/30/2022,17:04:00,Unknown,Unknown,Minnesota,MRO,Transmission Interruption,Unknown,Unknown,2022
1436,December,12/31/2022,20:00:00,01/03/2023,00:00:00,Nevada,WECC,Severe Weather,Unknown,3500,2022
1437,December,12/31/2022,19:00:00,01/01/2023,06:00:00,California,WECC,Severe Weather,Unknown,161000,2022
